link,price,actual_price,ratings,color,Brand,Model,Processor,RAM,Storage
https://www.daraz.com.np/products/dell-latitude-e5300-i5-8th-gen-8gb-256-ssd-133-ultrabook-i128496077.html,45000.0,72000.0,5.0,Black,Dell,Latitude E5300 ,i5-8th,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram512gb-ssd156-display-i118372728.html,52347.0,58000.0,24.0,Multicolor,Dell,Vostro 3520 I3,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-zephyrus-g15-ga503qe-ryzen-9-5900hs-rtx-3050ti-4gb-16gb-ram-1tb-ssd-156-fhd-144hz-i111810761.html,205000.0,205000.0,3.0,Black,ASUS,Zephyrus G15,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512ssd-156-screen-laptop-i128136700.html,70990.0,74000.0,9.0,Grey,Lenovo,ideapad Slim 3 ,i5 13th Gen,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-g15-5530-intel-core-i7-13650hx-rtx-4060-8gb-graphics-16gb-ddr5-ram-1tb-nvme-ssd-156-fhd-120hz-display-windows-11-home-i146182014.html,169999.0,220000.0,1.0,Black,Dell,G15 5530 Intel Core ,i7,Unknown,Unknown
https://www.daraz.com.np/products/hp-envy-14-intel-core-i7-gen-1-14th-gen-14000h-processor-16gb-ram-512-ssd-gb-14-fhd-x360-touchscreen-backlit-keyboard-natural-silver-win-11home-i136724188.html,124999.0,189999.0,1.0,Silver,HP,Intel core,i7,Unknown,Unknown
https://www.daraz.com.np/products/dell-latitude-e5470-notebook-6thgen-intel-core-i5-6300u-24ghz-8gb-ddr4-sdram-500gb-hdd-windows-10-pro-64bit-keyboard-light-140-i145481860.html,39500.0,39500.0,0.0,Black,Dell,Latitude E5470 Notebook ,i5-6300U,Unknown,500GB HDD
https://www.daraz.com.np/products/acer-predator-helios-300-i7-11th-gen-rtx-3060-16gb-ram-1tb-ssd-156-qhd-165hz-display-i128486228.html,149490.0,205000.0,1.0,Black,Acer, ,i7 11th Gen,16GB RAM,Unknown
https://www.daraz.com.np/products/laptop-lenovo-ideapad-slim-3-i5-12450h16gb-ram512gb-ssd156-fhd-i132749334.html,66999.0,85000.0,1.0,Space Grey,Laptop,Lenovo IdeaPad Slim 3 ,i5-12450H,16GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-inspiron-15-3515-amd-ryzen-3-3250u-4gb-1tb-hdd-radeon-graphics-156-fhd-i116008834.html,63900.0,63900.0,1.0,Silver,Dell, ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-x1404za-intel-core-i3-12th-gen-1215u-8gb-ram-256gb-ssd-14-fhd-display-magic-numpad-windows-11-home-quiet-blue-i145303988.html,49999.0,49999.0,0.0,Blue,Asus, Intel Core ,i3 12th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-16gb-ram512-gb-ssd156-fhdwin-11-i129919581.html,69490.0,90990.0,3.0,Black,Dell,Vostro 3520 Core ,i5 12th Gen,16GB RAM,Unknown
